N_Percentile,Thr_Value,TN,FP,FN,TP,Sensitivity,Specificity,PPV,NPV,Recall,Accuracy,Site_Name
Top 33.0%,0.05404323222128689,9166,3892,337,789,0.7007104795737122,0.7019451677132792,0.1685537278359325,0.9645375144691152,0.7007104795737122,0.7018471517202481,Northwestern University
Top 34.0%,0.051941809,9035,4023,326,800,0.7104795737122558,0.6919130035227447,0.16587186398507153,0.9651746608268348,0.7104795737122558,0.6933869148336154,Northwestern University
Top 35.0%,0.05004475443391049,8909,4149,310,816,0.7246891651865008,0.6822637463623832,0.16435045317220545,0.9663737932530644,0.7246891651865008,0.6856316976875353,Northwestern University
Top 36.0%,0.048375021,8777,4281,301,825,0.7326820603907638,0.672155001,0.16157461809635723,0.9668429169420576,0.7326820603907638,0.6769599548787366,Northwestern University
Top 37.0%,0.046256621,8641,4417,295,831,0.7380106571936057,0.6617399295451064,0.15834603658536586,0.966987466,0.7380106571936057,0.667794698,Northwestern University
Top 38.0%,0.04434513385034856,8511,4547,283,843,0.7486678507992895,0.6517843467606065,0.15640074211502783,0.9678189674778258,0.7486678507992895,0.6594754653130288,Northwestern University
Top 39.0%,0.042555768,8378,4680,274,852,0.7566607460035524,0.6415990197580027,0.1540130151843818,0.968331022,0.7566607460035524,0.6507332205301748,Northwestern University
Top 40.0%,0.04080944971990066,8250,4808,260,866,0.7690941385435168,0.6317966,0.15262601339443074,0.9694477085781432,0.7690941385435168,0.6426959954878737,Northwestern University
Top 41.0%,0.039306292,8123,4935,245,881,0.7824156305506217,0.622070761,0.1514786795048143,0.9707217973231358,0.7824156305506217,0.6347997743936831,Northwestern University
Top 42.0%,0.037753264,7990,5068,237,889,0.7895204262877442,0.6118854342165723,0.1492361927144536,0.971192415,0.7895204262877442,0.6259870276367738,Northwestern University
Top 43.0%,0.03639813345972145,7853,5205,232,894,0.7939609236234458,0.601393782,0.14658140678799805,0.9713048855906,0.7939609236234458,0.6166807670614777,Northwestern University
Top 44.0%,0.03503046600027786,7725,5333,218,908,0.8063943161634103,0.5915913616173993,0.14548950488703732,0.9725544504595242,0.8063943161634103,0.6086435420191766,Northwestern University
Top 45.0%,0.03368358619623798,7590,5468,211,915,0.8126110124333925,0.5812528718027263,0.14334952216825944,0.9729521856172284,0.8126110124333925,0.5996192893401016,Northwestern University
Top 46.0%,0.03257805381036578,7456,5602,203,923,0.8197158081705151,0.570990963,0.141455939,0.9734952343647996,0.8197158081705151,0.5907360406091371,Northwestern University
Top 47.0%,0.03149333384476426,7326,5732,191,935,0.8303730017761989,0.561035381,0.14024298785060746,0.9745909272316085,0.8303730017761989,0.5824168076706148,Northwestern University
Top 48.0%,0.03040069270687366,7197,5861,179,947,0.8410301953818827,0.5511563792311227,0.13910105757931843,0.975732104,0.8410301953818827,0.5741680767061478,Northwestern University
Top 49.0%,0.02941509847930036,7067,5991,167,959,0.8516873889875666,0.5412007964466228,0.13798561151079136,0.9769145700857064,0.8516873889875666,0.5658488437676255,Northwestern University
Top 50.0%,0.028401479,6932,6126,160,966,0.8579040852575488,0.5308623066319498,0.1362098138747885,0.9774393683023124,0.8579040852575488,0.5568245910885504,Northwestern University
Top 51.0%,0.027427753,6798,6260,152,974,0.8650088809946714,0.5206003982233114,0.13464196848216753,0.9781294964028776,0.8650088809946714,0.547941342,Northwestern University
Top 52.0%,0.026450468,6661,6397,147,979,0.8694493783303731,0.5101087455965692,0.13272776572668113,0.9784077555816686,0.8694493783303731,0.5386350817822899,Northwestern University
Top 53.0%,0.02559051044524165,6526,6532,141,985,0.8747779751332149,0.49977025578189616,0.1310363176799255,0.9788510574471276,0.8747779751332149,0.5295403271291597,Northwestern University
Top 54.0%,0.02484627770016688,6392,6666,133,993,0.8818827708703375,0.48950834737325777,0.12965139052095573,0.9796168582375478,0.8818827708703375,0.5206570783981952,Northwestern University
Top 55.0%,0.02393149498416131,6257,6801,126,1000,0.8880994671403197,0.4791698575585848,0.12818869375721062,0.9802600657997806,0.8880994671403197,0.5116328257191202,Northwestern University
Top 56.0%,0.023204107,6120,6938,121,1005,0.8925399644760214,0.46867820493184253,0.12652650132191867,0.980612081,0.8925399644760214,0.502326565,Northwestern University
Top 57.0%,0.02247936076674131,5987,7071,112,1014,0.9005328596802842,0.4584928779292387,0.12541744,0.9816363338252172,0.9005328596802842,0.4935843203609701,Northwestern University
Top 58.0%,0.02178686183404198,5849,7209,108,1018,0.9040852575488456,0.4479246438964619,0.12373890847210404,0.9818700688265906,0.9040852575488456,0.48413705583756345,Northwestern University
Top 59.0%,0.02117553609511003,5715,7343,101,1025,0.9103019538188276,0.43766273548782353,0.12249043977055447,0.9826341127922972,0.9103019538188276,0.4751833051325437,Northwestern University
Top 60.0%,0.02038859406524758,5581,7477,93,1033,0.9174067495559504,0.4274008270791852,0.12138660399529964,0.9836094465985196,0.9174067495559504,0.4663000564015792,Northwestern University
Top 61.0%,0.019669769,5442,7616,90,1036,0.9200710479573712,0.41675601164037374,0.1197411003236246,0.9837310195227764,0.9200710479573712,0.45671178793006206,Northwestern University
Top 62.0%,0.01909353549243114,5302,7756,88,1038,0.921847246891652,0.40603461479552766,0.11803502387991811,0.9836734693877552,0.921847246891652,0.4469825155104343,Northwestern University
Top 63.0%,0.0185708539119987,5167,7891,81,1045,0.928063943161634,0.39569612498085466,0.1169427036705461,0.984565548780488,0.928063943161634,0.4379582628313593,Northwestern University
Top 64.0%,0.01794959,5031,8027,75,1051,0.93339254,0.38528105376014704,0.11577439964749944,0.9853113983548766,0.93339254,0.4287930062041737,Northwestern University
Top 65.0%,0.01732245727012486,4891,8167,74,1052,0.9342806394316164,0.37455965691530096,0.11411215967024622,0.9850956696878148,0.9342806394316164,0.4189932318104907,Northwestern University
Top 66.0%,0.016797601,4750,8308,73,1053,0.9351687388987566,0.3637616786644203,0.11248798205319945,0.9848641924113622,0.9351687388987566,0.4091229554427524,Northwestern University
Top 67.0%,0.01624177650564247,4613,8445,68,1058,0.9396092362344582,0.35327002603767804,0.1113332631800484,0.9854731894894252,0.9396092362344582,0.3998166948674563,Northwestern University
Top 68.0%,0.01575547641861072,4474,8584,65,1061,0.9422735346358792,0.3426252105988666,0.1100051840331778,0.9856796651244768,0.9422735346358792,0.3902284263959391,Northwestern University
Top 69.0%,0.01526494702409875,4336,8722,61,1065,0.9458259325044404,0.33205697656608973,0.10881781955655462,0.9861269047077552,0.9458259325044404,0.3807811618725324,Northwestern University
Top 70.0%,0.0148277775283013,4198,8860,57,1069,0.9493783303730018,0.3214887425333129,0.10766441736327928,0.9866039952996476,0.9493783303730018,0.37133389734912575,Northwestern University
Top 71.0%,0.01435544427160254,4061,8997,53,1073,0.9529307282415632,0.3109970899065707,0.10655412115193644,0.9871171609139524,0.9529307282415632,0.3619571347997744,Northwestern University
Top 72.0%,0.01390128302597469,3926,9132,46,1080,0.9591474245115452,0.3006586000918977,0.10575793184488835,0.988418932527694,0.9591474245115452,0.3529328821206994,Northwestern University
Top 73.0%,0.01344688410480357,3787,9271,43,1083,0.9618117229129662,0.29001378465308625,0.10459725709870582,0.9887728459530026,0.9618117229129662,0.3433446136491822,Northwestern University
Top 74.0%,0.01293907534203601,3647,9411,41,1085,0.9635879218472468,0.2792923878082402,0.10337271341463417,0.988882863,0.9635879218472468,0.33361534122955444,Northwestern University
Top 75.0%,0.0124951003077659,3506,9552,40,1086,0.9644760213143873,0.2684944095573595,0.1020868584320361,0.9887196841511562,0.9644760213143873,0.32374506486181615,Northwestern University
Top 76.0%,0.01194303851695371,3367,9691,37,1089,0.9671403197158082,0.257849594,0.10102040816326532,0.9891304347826086,0.9671403197158082,0.3141567963902989,Northwestern University
Top 77.0%,0.01159511478748548,3229,9829,34,1092,0.9698046181172292,0.24728136008577117,0.099990843,0.9895801409745631,0.9698046181172292,0.30463903,Northwestern University
Top 78.0%,0.011147697,3090,9968,31,1095,0.97246891651865,0.2366365446469597,0.098978577,0.9900672861262416,0.97246891651865,0.2950507614213198,Northwestern University
Top 79.0%,0.010801357493822,2950,10108,29,1097,0.9742451154529308,0.22591514780211364,0.097902722,0.99026519,0.9742451154529308,0.2853214890016921,Northwestern University
Top 80.0%,0.01043863270699205,2809,10249,28,1098,0.9751332149200712,0.21511716955123297,0.096765665,0.9901304194571732,0.9751332149200712,0.2754512126339537,Northwestern University
Top 81.0%,0.01014120135161845,2669,10389,26,1100,0.9769094138543516,0.2043957727063869,0.095743755,0.9903525046382188,0.9769094138543516,0.26572194,Northwestern University
Top 82.0%,0.009732111,2528,10530,25,1101,0.977797513,0.1935977944555062,0.09466082,0.990207599,0.977797513,0.2558516638465877,Northwestern University
Top 83.0%,0.009339388,2390,10668,22,1104,0.9804618117229128,0.18302956042272936,0.093781855,0.9908789386401328,0.9804618117229128,0.24633389734912575,Northwestern University
Top 84.0%,0.008962302,2250,10808,20,1106,0.9822380106571936,0.17230816357788328,0.092831962,0.9911894273127754,0.9822380106571936,0.236604624929498,Northwestern University
Top 85.0%,0.008585165,2110,10948,18,1108,0.9840142095914742,0.1615867667330372,0.091904446,0.9915413533834586,0.9840142095914742,0.2268753525098703,Northwestern University
Top 86.0%,0.008230782,1969,11089,17,1109,0.9849023090586144,0.15078878848215654,0.090916544,0.9914400805639476,0.9849023090586144,0.217005076,Northwestern University
Top 87.0%,0.007903266,1830,11228,14,1112,0.9875666074600356,0.14014397304334508,0.090113452,0.9924078091106292,0.9875666074600356,0.20741680767061477,Northwestern University
Top 88.0%,0.007545783,1689,11369,13,1113,0.988454706927176,0.1293459947924644,0.089168402,0.992361927144536,0.988454706927176,0.19754653130287647,Northwestern University
Top 89.0%,0.007212272,1548,11510,13,1113,0.988454706927176,0.1185480165415837,0.088172384,0.99167200512492,0.988454706927176,0.18760575296108292,Northwestern University
Top 90.0%,0.006877057,1408,11650,11,1115,0.9902309058614563,0.10782661969673764,0.087348218,0.992248062015504,0.9902309058614563,0.17787648054145516,Northwestern University
Top 91.0%,0.006558073,1270,11788,7,1119,0.9937833037300178,0.097258386,0.086697141,0.9945184025058732,0.9937833037300178,0.1684292160180485,Northwestern University
Top 92.0%,0.006212466,1128,11930,7,1119,0.9937833037300178,0.086383826,0.085753698,0.9938325991189428,0.9937833037300178,0.15841793570219967,Northwestern University
Top 93.0%,0.005872935,988,12070,5,1121,0.9955595026642984,0.075662429,0.084982185,0.9949647532729105,0.9955595026642984,0.1486886632825719,Northwestern University
Top 94.0%,0.005507232,847,12211,4,1122,0.9964476021314388,0.064864451,0.084152104,0.9952996474735604,0.9964476021314388,0.1388183869148336,Northwestern University
Top 95.0%,0.005140193,706,12352,4,1122,0.9964476021314388,0.054066473,0.083271486,0.9943661971830986,0.9964476021314388,0.12887760857304004,Northwestern University
Top 96.0%,0.004739495,565,12493,3,1123,0.9973357015985792,0.043268494,0.082476498,0.9947183098591548,0.9973357015985792,0.11900733220530176,Northwestern University
Top 97.0%,0.004265451,424,12634,2,1124,0.9982238010657194,0.03247051615867667,0.081697921,0.9953051643192488,0.9982238010657194,0.10913705583756345,Northwestern University
Top 98.0%,0.003750148,283,12775,1,1125,0.9991119005328596,0.02167253790779598,0.080935252,0.9964788732394366,0.9991119005328596,0.099266779,Northwestern University
Top 99.0%,0.003144792,142,12916,0,1126,1,0.01087456,0.080188007,1,1,0.089396503,Northwestern University
Top 1%,0.655382386279728,8458,59,578,33,0.0540098199672668,0.993072678173066,0.358695652173913,0.936033643204958,0.0540098199672668,0.93021472392638,Oregon Health & Science University
Top 2%,0.533177690844442,8408,109,537,74,0.121112929623568,0.987202066455325,0.404371584699454,0.939966461710453,0.121112929623568,0.929228746713409,Oregon Health & Science University
Top 3%,0.454572433744433,8343,174,511,100,0.16366612111293,0.979570271222261,0.364963503649635,0.942285972441834,0.16366612111293,0.924956178790535,Oregon Health & Science University
Top 4%,0.394699549720008,8278,239,484,127,0.207855973813421,0.971938475989198,0.346994535519126,0.944761469984022,0.207855973813421,0.920793163891323,Oregon Health & Science University
Top 5%,0.352424678971268,8207,310,464,147,0.240589198036007,0.963602207350006,0.321663019693654,0.946488294314381,0.240589198036007,0.915205959684487,Oregon Health & Science University
Top 6%,0.310819001860587,8136,381,444,167,0.273322422258592,0.955265938710814,0.304744525547445,0.948251748251748,0.273322422258592,0.909618755477651,Oregon Health & Science University
Top 7%,0.28128597815193,8067,450,422,189,0.309328968903437,0.947164494540331,0.295774647887324,0.950288608787843,0.309328968903437,0.904469763365469,Oregon Health & Science University
Top 8%,0.25490191589407,8000,517,397,214,0.350245499181669,0.939297874838558,0.292749658002736,0.952721209955937,0.350245499181669,0.899868536371604,Oregon Health & Science University
Top 9%,0.230622079346336,7929,588,377,234,0.382978723404255,0.930961606199366,0.284671532846715,0.954611124488322,0.382978723404255,0.894281332164768,Oregon Health & Science University
Top 10%,0.21363630808618,7859,658,356,255,0.417348608837971,0.922742749794529,0.279299014238773,0.956664637857578,0.417348608837971,0.888913234005259,Oregon Health & Science University
Top 11%,0.196412060092169,7783,734,341,270,0.44189852700491,0.913819419983562,0.268924302788845,0.958025603151157,0.44189852700491,0.882230499561788,Oregon Health & Science University
Top 12%,0.18520501500971,7707,810,325,286,0.468085106382979,0.904896090172596,0.260948905109489,0.959536852589641,0.468085106382979,0.875657318141981,Oregon Health & Science University
Top 13%,0.172285733570594,7632,885,309,302,0.494271685761047,0.896090172595984,0.254422914911542,0.961088024178315,0.494271685761047,0.869193689745837,Oregon Health & Science University
Top 14%,0.161289434693221,7552,965,298,313,0.51227495908347,0.886697193847599,0.24491392801252,0.96203821656051,0.51227495908347,0.861634531113059,Oregon Health & Science University
Top 15%,0.152650630383576,7472,1045,286,325,0.531914893617021,0.877304215099213,0.237226277372263,0.963134828564063,0.531914893617021,0.854184925503944,Oregon Health & Science University
Top 16%,0.144497446215626,7388,1129,279,332,0.543371522094926,0.867441587413408,0.227241615331964,0.963610277814008,0.543371522094926,0.845749342681858,Oregon Health & Science University
Top 17%,0.137282336969256,7306,1211,270,341,0.55810147299509,0.857813784196313,0.219716494845361,0.964361140443506,0.55810147299509,0.837751971954426,Oregon Health & Science University
Top 18%,0.129662703785482,7224,1293,261,350,0.572831423895254,0.848185980979218,0.213024954351795,0.965130260521042,0.572831423895254,0.829754601226994,Oregon Health & Science University
Top 19%,0.123181218359362,7140,1377,253,358,0.585924713584288,0.838323353293413,0.206340057636888,0.965778439063979,0.585924713584288,0.821428571428571,Oregon Health & Science University
Top 20%,0.116679143510407,7060,1457,242,369,0.60392798690671,0.828930374545028,0.202081051478642,0.966858394960285,0.60392798690671,0.813869412795793,Oregon Health & Science University
Top 21%,0.110859781028055,6974,1543,237,374,0.612111292962357,0.818832922390513,0.19509650495566,0.967133545971433,0.612111292962357,0.804995617879053,Oregon Health & Science University
Top 22%,0.105527713092702,6889,1628,231,380,0.621931260229133,0.808852882470353,0.189243027888446,0.967556179775281,0.621931260229133,0.796340929009641,Oregon Health & Science University
Top 23%,0.100430500490009,6805,1712,223,388,0.635024549918167,0.798990254784549,0.184761904761905,0.968269778030734,0.635024549918167,0.788014899211218,Oregon Health & Science University
Top 24%,0.0953369710860409,6721,1796,216,395,0.646481178396072,0.789127627098744,0.180282975810132,0.968862620729422,0.646481178396072,0.779579316389132,Oregon Health & Science University
Top 25%,0.0902277012111303,6639,1878,207,404,0.661211129296236,0.779499823881649,0.17703768624014,0.969763365468887,0.661211129296236,0.7715819456617,Oregon Health & Science University
Top 26%,0.0868675303657904,6557,1960,197,414,0.677577741407529,0.769872020664553,0.174389216512216,0.970832099496595,0.677577741407529,0.763694127957932,Oregon Health & Science University
Top 27%,0.0830718881819958,6472,2045,191,420,0.687397708674304,0.759891980744394,0.170385395537525,0.971334233828606,0.687397708674304,0.755039439088519,Oregon Health & Science University
Top 28%,0.0800233043539006,6389,2128,183,428,0.700490998363339,0.750146765292944,0.167449139280125,0.972154595252587,0.700490998363339,0.74682296231376,Oregon Health & Science University
Top 29%,0.0765556575195639,6302,2215,179,432,0.707037643207856,0.739931900904074,0.163203626747261,0.972380805431261,0.707037643207856,0.737730061349693,Oregon Health & Science University
Top 30%,0.0729718211095632,6218,2299,171,440,0.72013093289689,0.730069273218269,0.160642570281124,0.973235248082642,0.72013093289689,0.729404031551271,Oregon Health & Science University
Top 31%,0.0706392224736256,6133,2384,165,446,0.729950900163666,0.72008923329811,0.157597173144876,0.973801206732296,0.729950900163666,0.720749342681858,Oregon Health & Science University
Top 32%,0.0683079924195272,6046,2471,161,450,0.736497545008183,0.70987436890924,0.15405682985279,0.974061543418721,0.736497545008183,0.711656441717791,Oregon Health & Science University
Top 33%,0.065535809533731,5961,2556,155,456,0.746317512274959,0.699894328989081,0.151394422310757,0.974656638325703,0.746317512274959,0.703001752848379,Oregon Health & Science University
Top 34%,0.0631139749346333,5876,2641,148,463,0.757774140752864,0.689914289068921,0.149162371134021,0.975431606905711,0.757774140752864,0.694456617002629,Oregon Health & Science University
Top 35%,0.060076417267505,5791,2726,142,469,0.76759410801964,0.679934249148761,0.14679186228482,0.976066071127591,0.76759410801964,0.685801928133216,Oregon Health & Science University
Top 36%,0.0576882638644362,5704,2813,138,473,0.774140752864157,0.669719384759892,0.143944004869142,0.976377952755906,0.774140752864157,0.67670902716915,Oregon Health & Science University
Top 37%,0.0555048601626634,5617,2900,133,478,0.782324058919804,0.659504520371023,0.141503848431024,0.976869565217391,0.782324058919804,0.667725679228747,Oregon Health & Science University
Top 38%,0.0538207162428571,5529,2988,130,481,0.787234042553192,0.649172243747798,0.138656673392909,0.977027743417565,0.787234042553192,0.658413672217353,Oregon Health & Science University
Top 39%,0.05188732616008,5440,3077,128,483,0.79050736497545,0.63872255489022,0.135674157303371,0.977011494252874,0.79050736497545,0.648882559158633,Oregon Health & Science University
Top 40%,0.0499638585168776,5355,3162,122,489,0.800327332242226,0.62874251497006,0.133935907970419,0.977725031951798,0.800327332242226,0.64022787028922,Oregon Health & Science University
Top 41%,0.0484671192500757,5267,3250,118,493,0.806873977086743,0.618410238346836,0.131712530056105,0.978087279480037,0.806873977086743,0.63102541630149,Oregon Health & Science University
Top 42%,0.0466888548359263,5184,3333,110,501,0.819967266775777,0.608665022895386,0.130672926447574,0.979221760483566,0.819967266775777,0.622808939526731,Oregon Health & Science University
Top 43%,0.0451076939075914,5099,3418,104,507,0.829787234042553,0.598684982975226,0.129171974522293,0.980011531808572,0.829787234042553,0.614154250657318,Oregon Health & Science University
Top 44%,0.0436431210562669,5016,3501,96,515,0.842880523731588,0.588939767523776,0.128237051792829,0.981220657276995,0.842880523731588,0.605937773882559,Oregon Health & Science University
Top 45%,0.0421759928674583,4929,3588,91,520,0.851063829787234,0.578724903134907,0.126582278481013,0.981872509960159,0.851063829787234,0.596954425942156,Oregon Health & Science University
Top 46%,0.0403433319669198,4842,3675,87,524,0.857610474631751,0.568510038746037,0.124791617051679,0.982349360925137,0.857610474631751,0.587861524978089,Oregon Health & Science University
Top 47%,0.0389731033846991,4755,3762,83,528,0.864157119476268,0.558295174357168,0.123076923076923,0.982844150475403,0.864157119476268,0.578768624014023,Oregon Health & Science University
Top 48%,0.0376965362621006,4668,3849,79,532,0.870703764320786,0.548080309968299,0.121433462679753,0.983357910259111,0.870703764320786,0.569675723049956,Oregon Health & Science University
Top 49%,0.0363815745282385,4579,3938,76,535,0.875613747954173,0.53763062111072,0.119606528057232,0.983673469387755,0.875613747954173,0.560254163014899,Oregon Health & Science University
Top 50%,0.0352485241850591,4489,4028,75,536,0.877250409165303,0.527063520018786,0.117440841367222,0.983567046450482,0.877250409165303,0.550503943908852,Oregon Health & Science University
Top 51%,0.0340486109295749,4403,4114,70,541,0.885433715220949,0.516966067864271,0.116219119226638,0.984350547730829,0.885433715220949,0.541630148992112,Oregon Health & Science University
Top 52%,0.0329402573648078,4312,4205,69,542,0.887070376432079,0.506281554537983,0.114177375184327,0.984250171193791,0.887070376432079,0.531770376862401,Oregon Health & Science University
Top 53%,0.0318568889876599,4223,4294,67,544,0.890343698854337,0.495831865680404,0.112443158329888,0.984382284382284,0.890343698854337,0.522239263803681,Oregon Health & Science University
Top 54%,0.0308923385944528,4137,4380,62,549,0.898527004909984,0.485734413525889,0.111381618989653,0.985234579661824,0.898527004909984,0.513365468886941,Oregon Health & Science University
Top 55%,0.0298691333417998,4053,4464,55,556,0.909983633387889,0.475871785840085,0.110756972111554,0.986611489776047,0.909983633387889,0.504929886064855,Oregon Health & Science University
Top 56%,0.0291071215343412,3962,4555,54,557,0.911620294599018,0.465187272513796,0.1089593114241,0.986553784860558,0.911620294599018,0.495070113935145,Oregon Health & Science University
Top 57%,0.0282976081655652,3873,4644,52,559,0.914893617021277,0.454737583656217,0.107438016528926,0.986751592356688,0.914893617021277,0.485539000876424,Oregon Health & Science University
Top 58%,0.0274358871534847,3783,4734,51,560,0.916530278232406,0.444170482564283,0.105780128447299,0.986697965571205,0.916530278232406,0.475788781770377,Oregon Health & Science University
Top 59%,0.0266191302861586,3694,4823,49,562,0.919803600654664,0.433720793706704,0.104363974001857,0.986908896607,0.919803600654664,0.466257668711656,Oregon Health & Science University
Top 60%,0.0258908834874494,3605,4912,46,565,0.924713584288052,0.423271104849125,0.103158663501917,0.987400712133662,0.924713584288052,0.456836108676599,Oregon Health & Science University
Top 61%,0.0251018182527571,3517,5000,43,568,0.92962356792144,0.412938828225901,0.102011494252874,0.987921348314607,0.92962356792144,0.447524101665206,Oregon Health & Science University
Top 62%,0.0242712501331803,3428,5089,41,570,0.932896890343699,0.402489139368322,0.100724509630677,0.988181031997694,0.932896890343699,0.437992988606486,Oregon Health & Science University
Top 63%,0.0236032126029479,3337,5180,40,571,0.934533551554828,0.391804626042034,0.0992870805077378,0.988155167308262,0.934533551554828,0.428133216476775,Oregon Health & Science University
Top 64%,0.0229185797413316,3247,5270,39,572,0.936170212765957,0.3812375249501,0.0979116740842177,0.988131466828971,0.936170212765957,0.418382997370727,Oregon Health & Science University
Top 65%,0.0221381403464231,3160,5357,35,576,0.942716857610475,0.37102266056123,0.0970841058486432,0.989045383411581,0.942716857610475,0.409290096406661,Oregon Health & Science University
Top 66%,0.021461353231217,3073,5444,31,580,0.949263502454992,0.360807796172361,0.0962815405046481,0.990012886597938,0.949263502454992,0.400197195442594,Oregon Health & Science University
Top 67%,0.0207504068206368,2981,5536,31,580,0.949263502454992,0.350005870611718,0.0948332243296272,0.989707835325365,0.949263502454992,0.390118317265557,Oregon Health & Science University
Top 68%,0.0200380137511737,2892,5625,29,582,0.95253682487725,0.339556181754139,0.0937651039149348,0.990071893187265,0.95253682487725,0.380587204206836,Oregon Health & Science University
Top 69%,0.0194151031412015,2802,5715,28,583,0.95417348608838,0.328989080662205,0.0925690695458876,0.990106007067138,0.95417348608838,0.370836985100789,Oregon Health & Science University
Top 70%,0.0187605155464822,2713,5804,26,585,0.957446808510638,0.318539391804626,0.0915636249804351,0.990507484483388,0.957446808510638,0.361305872042068,Oregon Health & Science University
Top 71%,0.0181298506635609,2624,5893,23,588,0.962356792144026,0.308089702947047,0.0907267397006635,0.9913109180204,0.962356792144026,0.351884312007011,Oregon Health & Science University
Top 72%,0.0174558273389242,2535,5982,21,590,0.965630114566285,0.297640014089468,0.0897748021911138,0.991784037558685,0.965630114566285,0.342353198948291,Oregon Health & Science University
Top 73%,0.0169243545530448,2445,6072,20,591,0.967266775777414,0.287072912997534,0.0886987843313823,0.991886409736308,0.967266775777414,0.332602979842244,Oregon Health & Science University
Top 74%,0.0163089413749613,2355,6162,19,592,0.968903436988543,0.276505811905601,0.0876517619188629,0.991996630160067,0.968903436988543,0.322852760736196,Oregon Health & Science University
Top 75%,0.0156931435753587,2264,6253,18,593,0.970540098199673,0.265821298579312,0.0866199240432369,0.992112182296231,0.970540098199673,0.312992988606486,Oregon Health & Science University
Top 76%,0.0151321649549507,2174,6343,17,594,0.972176759410802,0.255254197487378,0.0856277929940897,0.992240985851209,0.972176759410802,0.303242769500438,Oregon Health & Science University
